 -0.017, -0.011, -0.002
 -0.997,  0.095,  0.080
 -0.799, -0.401, -0.185
 -0.907, -0.284, -0.134
 -0.875, -0.010,  0.002
 -0.740,  0.155,  0.075
 -1.376, -0.083, -0.051
 -1.859, -0.218, -0.019
 -2.461, -0.075,  0.011
 -2.797, -0.405, -0.204
 -3.498, -0.523, -0.218
 -4.051, -0.581, -0.227
 -4.613, -0.749, -0.339
 -5.003, -0.115, -0.066
 -5.634, -0.161, -0.089
 -5.889, -0.073, -0.046
 -6.057, -0.171, -0.080
 -6.646, -0.188, -0.077
 -7.185, -0.263, -0.131
 -7.601, -0.595, -0.213
 -8.031, -0.494, -0.247
 -8.408, -0.451, -0.255
 -8.703, -0.450, -0.287
 -8.876, -0.936, -0.478
 -9.116, -1.548, -0.758
 -9.300, -1.466, -0.762
 -9.591, -1.189, -0.682
 -9.924, -0.896, -0.633
-10.143, -0.850, -0.615
-10.333, -0.608, -0.496
-10.660, -0.773, -0.524
-10.905, -0.549, -0.413
-11.158, -0.438, -0.438
-11.495, -0.531, -0.475
-11.853, -0.792, -0.575
-12.002, -0.751, -0.589
-12.218, -0.925, -0.712
-12.261, -0.715, -0.651
-12.491, -0.625, -0.610
-12.508, -0.653, -0.572
-12.744, -0.403, -0.526
-12.702, -0.484, -0.535
-12.830, -0.448, -0.523
-13.027, -0.698, -0.616
-13.302, -0.520, -0.540
-13.314, -0.280, -0.411
-13.235, -0.211, -0.363
-13.405, -0.033, -0.288
-13.610, -0.337, -0.398
-13.592,  0.079, -0.259
-13.727,  0.014, -0.304
-13.698,  0.069, -0.277
-13.759,  0.047, -0.236
-14.030,  0.094, -0.258
-14.125, -0.159, -0.323
-14.297, -0.271, -0.327
-14.513, -0.092, -0.283
-14.675, -0.238, -0.403
-14.693, -0.541, -0.543
-14.796, -0.398, -0.501
-14.847, -0.464, -0.508
-14.849, -0.246, -0.430
-14.921, -0.392, -0.419
-14.751, -1.170, -0.714
-14.838, -0.897, -0.656
-14.898, -0.967, -0.675
-14.976, -0.973, -0.727
-15.013, -0.255, -0.570
-15.001, -0.173, -0.476
-14.780, -0.106, -0.378
-14.866,  0.149, -0.296
-15.158,  0.011, -0.308
-14.937, -0.116, -0.363
-15.050, -0.259, -0.490
-15.152, -0.283, -0.504
-15.188, -0.558, -0.626
-15.261, -0.559, -0.663
-15.558, -0.493, -0.696
-15.695, -0.747, -0.808
-15.656, -0.868, -0.879
-15.768, -0.809, -0.881
-15.526, -1.199, -1.039
-15.645, -0.874, -0.930
-15.522, -0.771, -0.830
-15.576, -0.716, -0.853
-15.556, -0.482, -0.729
-15.402, -0.653, -0.793
-15.478, -0.539, -0.737
-15.545, -0.163, -0.655
-15.560, -0.535, -0.773
-15.624, -0.801, -0.861
-15.705, -0.983, -0.942
-15.654, -0.725, -0.796
-15.819, -0.654, -0.824
-15.727, -0.846, -0.836
-15.642, -0.927, -0.864
-15.682, -0.797, -0.790
-15.461, -0.257, -0.578
-15.487, -0.216, -0.591
-15.432, -0.355, -0.611
-15.326, -0.508, -0.671
-15.206, -0.592, -0.671
-15.016, -0.595, -0.629
-15.087, -0.726, -0.697
-15.037, -0.707, -0.762
-15.209, -0.556, -0.710
-15.125, -0.605, -0.713
-15.145, -0.537, -0.692
-15.265,  0.049, -0.481
-15.218,  0.344, -0.358
-15.339,  0.724, -0.245
-15.377,  0.356, -0.384
-17.707,  1.031, -3.869
-17.070,  9.969,-11.757
-23.876, 13.838,-18.722
-32.541, 14.929,-28.656
-38.917, 10.888,-36.689
317.094,  2.787,-43.289
313.642, -5.305,-45.694
310.370,-14.353,-45.008
309.709,-22.035,-45.187
299.469, -5.964,-26.064
294.075, -9.063,-24.738
288.296,-12.402,-24.017
286.571,-15.119,-24.692
288.615,-17.062,-26.420
289.630,-21.059,-26.236
289.953,-22.612,-29.916
290.227,-22.671,-32.605
289.838,-23.044,-34.274
289.745,-24.672,-35.127
289.346,-28.292,-36.499
298.104,-34.162,-44.121
-30.865,-33.508,-63.727
  5.936,-16.383,-71.940
 25.205,  2.730,-57.584
 25.066, 38.659,-34.933
 23.370, 62.707,-14.458
 -4.439, 82.265,-16.319
260.732, 81.459,-92.119
234.247, 55.812,-108.025
232.762, 31.803,-110.349
237.369, 42.478,-112.089
238.725, 56.364,-113.444
235.612, 70.500,-119.360
227.036, 87.817,-135.537
141.026, 99.619,129.948
 49.627, 91.810, 25.832
 39.528, 84.140,  0.927
 38.014, 78.419,-13.194
 32.613, 73.716,-27.630
 23.977, 68.566,-42.203
 20.513, 62.976,-50.381
 18.230, 57.317,-55.799
 14.949, 53.118,-60.662
 11.944, 50.139,-66.743
  9.834, 45.771,-73.063
  7.020, 42.110,-79.151
  6.560, 41.429,-86.286
  4.892, 40.399,-95.252
  3.596, 40.640,-104.964
  2.754, 41.366,-113.266
  1.834, 41.668,-119.313
  1.011, 40.669,-123.203
 -0.548, 39.011,-130.323
 -0.333, 35.573,-130.768
  0.028, 30.685,-128.603
  0.289, 27.705,-127.804
  0.592, 26.089,-126.572
  0.496, 23.699,-125.341
  0.508, 21.796,-124.313
  0.667, 20.175,-123.767
  0.707, 17.777,-123.868
  1.999, 15.205,-127.042
  2.162, 12.486,-127.500
  2.493,  8.254,-128.510
  1.347,  4.944,-126.724
 -0.117,  4.781,-128.530
 -2.304,  4.078,-129.762
 -3.696,  2.981,-129.960
 -6.209,  2.218,-130.682
 -8.959, -0.414,-131.966
-11.014, -3.658,-134.295
-11.011, -6.812,-136.903
 -6.304, -7.412,-137.214
  5.246,  0.488,-139.710
 19.458, 18.905,-134.907
 24.285, 54.227,-124.207
 69.908, 85.146,-68.364
203.612, 86.150, 75.780
249.968, 67.153,132.235
274.128, 46.454,161.415
295.932, 23.737,-181.782
313.651, 15.646,-175.757
314.525, 21.092,-176.847
310.266, 23.469,-180.020
306.600, 23.196,-181.054
303.731, 22.212,-181.752
301.713, 22.107,-181.775
300.504, 22.065,-181.026
299.986, 22.036,-180.018
299.496, 22.350,-179.282
299.207, 22.764,-178.259
299.050, 23.181,-177.404
298.893, 23.038,-176.236
298.808, 22.967,-175.498
298.701, 22.859,-174.893
298.490, 22.713,-174.304
298.411, 22.338,-173.521
298.457, 22.071,-172.776
297.664, 22.691,-172.202
294.147, 23.226,-172.407
286.403, 21.525,-176.264
286.043, 20.880,-183.148
286.834, 19.197,173.234
282.647, 17.928,170.652
278.557, 16.575,167.762
273.675, 12.733,165.539
268.119,  6.978,161.210
264.049,  0.074,156.205
259.933, -8.343,149.574
253.898,-16.432,141.130
250.986,-23.562,131.471
250.649,-31.796,122.291
249.326,-38.577,115.807
250.867,-44.672,110.606
251.821,-49.468,107.921
246.680,-52.450,107.477
243.887,-52.667,104.788
241.111,-51.348,104.204
244.349,-48.471,101.008
245.597,-49.256,101.509
245.883,-51.297,103.544
244.017,-55.082,108.740
242.897,-58.240,112.669
240.875,-59.529,115.277
235.232,-59.428,118.612
235.964,-59.873,118.164
236.342,-61.694,118.102
237.061,-63.493,118.366
242.481,-65.242,114.007
248.638,-66.284,107.988
254.656,-66.745,102.455
244.644,-66.097,112.522
214.654,-61.053,136.338
176.763,-45.541,169.505
151.911,-20.648,-162.187
137.324, -3.445,-144.595
100.369,-10.860,-132.898
 70.952,-28.736,-101.746
 26.853,-43.587,-53.966
-29.388,-34.473,  2.451
308.366, -9.582, 21.478
307.674,-28.385, 23.121
311.641,-32.589, 21.059
316.957,-38.433, 16.196
-39.053,-41.963, 14.656
-36.168,-46.307, 13.064
-34.003,-50.175, 12.454
-32.551,-54.145, 12.623
-30.687,-58.329, 12.163
-29.765,-62.040, 12.638
-29.762,-65.443, 14.078
-18.798,-70.767,  4.294
 57.830,-72.451,-72.365
 95.141,-69.837,-113.834
104.458,-68.021,-121.677
114.442,-67.091,-130.152
120.960,-64.631,-136.471
122.248,-61.123,-137.099
125.008,-59.028,-138.542
127.372,-57.293,-140.219
131.347,-55.508,-143.756
133.620,-52.742,-146.572
135.111,-50.947,-147.750
136.603,-49.802,-148.973
139.279,-48.188,-151.582
140.434,-47.564,-151.821
142.838,-47.662,-154.368
143.032,-46.948,-154.671
142.701,-44.521,-155.106
142.844,-41.650,-156.029
144.095,-39.996,-157.387
145.338,-37.814,-158.616
146.148,-36.084,-158.992
147.181,-34.473,-159.243
148.399,-33.147,-159.188
149.136,-31.836,-159.359
150.362,-30.321,-159.998
